store_name,detail_html,google_maps_url,saved_at
サニールートコーヒー,data\html\google_maps\details\20260625_034223_サニールートコーヒー.html,"https://www.google.com/maps/place/%E3%82%B5%E3%83%8B%E3%83%BC%E3%83%AB%E3%83%BC%E3%83%88%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC/@34.3466241,133.9712607,13z/data=!3m1!5s0x3553eca8d9dbc9d5:0x4649362fcc20150a!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553ecaf2a5dae07:0x3b8d373f6280eabe!8m2!3d34.3391819!4d134.0887741!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VNdGRtRk1PR2wzUlJBQuABAPoBBAgAEBo!16s%2Fg%2F11bbxgd8xb?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:42:25
三びきの子ぶた,data\html\google_maps\details\20260625_034237_三びきの子ぶた.html,"https://www.google.com/maps/place/%E4%B8%89%E3%81%B3%E3%81%8D%E3%81%AE%E5%AD%90%E3%81%B6%E3%81%9F/@34.3466241,133.9712607,13z/data=!3m1!5s0x3553eb9bd96ff27f:0xd0ec79ad555df000!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb9bd99f3863:0x557cf5ce9d1c9f11!8m2!3d34.3386338!4d134.051646!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJKTFUwM00zTkJSUkFC4AEA-gEECAsQJw!16s%2Fg%2F1th6bnnk?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:42:39
トリカフェ,data\html\google_maps\details\20260625_034311_トリカフェ.html,"https://www.google.com/maps/place/%E3%83%88%E3%83%AA%E3%82%AB%E3%83%95%E3%82%A7/@34.3466241,133.9712607,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb85ae48978d:0xe3bc552a3a58a377!8m2!3d34.3462644!4d134.0504836!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5PYTNJMlNtaFJSUkFC4AEA-gEECAAQJA!16s%2Fg%2F1tqpx1vw?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:43:12
アニー,data\html\google_maps\details\20260625_034326_アニー.html,"https://www.google.com/maps/place/%E3%82%A2%E3%83%8B%E3%83%BC/@34.3466241,133.9712607,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb975237492d:0x95ea365f51867715!8m2!3d34.3397899!4d134.0479714!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObGVqaHFhWE5SUlJBQuABAPoBBAhpEBs!16s%2Fg%2F11h_rcbhs6?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:43:28
コノジ,data\html\google_maps\details\20260625_034341_コノジ.html,"https://www.google.com/maps/place/%E3%82%B3%E3%83%8E%E3%82%B8/@34.3466241,133.9712607,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eba65e8244e5:0x6b37a1f0779f182b!8m2!3d34.342787!4d134.0493701!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0c1prOVhSWFJOYTBwVlUwVnNRMVJYWkZKWFdGVXhUbXRzYmsxV1JSQULgAQD6AQQIFRAl!16s%2Fg%2F11j0v1n54g?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:43:43
モリマリカフェ,data\html\google_maps\details\20260625_034356_モリマリカフェ.html,"https://www.google.com/maps/place/%E3%83%A2%E3%83%AA%E3%83%9E%E3%83%AA%E3%82%AB%E3%83%95%E3%82%A7/@34.3466241,133.9712607,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb579a8c5801:0xc71c1b37f585055b!8m2!3d34.3341308!4d134.0875001!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJXZFhFeVNXaDNSUkFC4AEA-gEECBkQGQ!16s%2Fg%2F1vv2q1lv?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:43:58
GAO,data\html\google_maps\details\20260625_034417_GAO.html,"https://www.google.com/maps/place/GAO/@34.3466241,133.9712607,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb85689ecab1:0x47add60a9d1c96e!8m2!3d34.3453684!4d134.0491153!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQNiYXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkNka3RYUkZWbkVBReABAPoBBAhCEA4!16s%2Fg%2F1hc2rtn7l?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:44:18
HOLIDAY GOOD MORNING,data\html\google_maps\details\20260625_034448_HOLIDAY_GOOD_MORNING.html,"https://www.google.com/maps/place/HOLIDAY+GOOD+MORNING/@34.3466241,133.9712607,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb00193f93dd:0xde3b53a8ec423c19!8m2!3d34.3464946!4d134.0438925!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSARRicmVha2Zhc3RfcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VObWJFOUxla05CRUFF4AEA-gEECC8QHg!16s%2Fg%2F11lyw967nd?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:44:50
はりゅう珈琲,data\html\google_maps\details\20260625_034503_はりゅう珈琲.html,"https://www.google.com/maps/place/%E3%81%AF%E3%82%8A%E3%82%85%E3%81%86%E7%8F%88%E7%90%B2/@34.2676881,133.9950178,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553c183668b253d:0x1671abf10c8b7ef5!8m2!3d34.2676881!4d134.0712355!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuVFVObmVXRnVjSE4zUlJBQuABAPoBBAgAEBU!16s%2Fg%2F11gw0zkn4t?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:45:05
コトナミ,data\html\google_maps\details\20260625_034531_コトナミ.html,"https://www.google.com/maps/place/%E3%82%B3%E3%83%88%E3%83%8A%E3%83%9F/@34.3573437,133.9880313,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553ed809d180ba1:0xafad7cbbca275d9f!8m2!3d34.3573437!4d134.064249!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVEyYW1OdVJFVkJFQUXgAQD6AQUIjwEQHw!16s%2Fg%2F11hf3h7fwn?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:45:33
slowcafe,data\html\google_maps\details\20260625_034556_slowcafe.html,"https://www.google.com/maps/place/slowcafe/@34.3573437,133.9880313,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb1fbef7fffb:0x13fdc6e477728f06!8m2!3d34.3020426!4d134.0565407!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSbE5IRkRVeTEzUlJBQuABAPoBBAh-ECI!16s%2Fg%2F11rc499w_y?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:45:58
カフェ クウネル,data\html\google_maps\details\20260625_034619_カフェ_クウネル.html,"https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7+%E3%82%AF%E3%82%A6%E3%83%8D%E3%83%AB/@34.2975369,133.9163697,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553c26fe0a0bfed:0x10eb6f298573873a!8m2!3d34.2975369!4d133.9925874!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJtT1hSbFVHWjNFQUXgAQD6AQQIABAf!16s%2Fg%2F1tkrjmcn?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:46:21
カフェ甘露,data\html\google_maps\details\20260625_034703_カフェ甘露.html,"https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7%E7%94%98%E9%9C%B2/@34.345982,133.9945243,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553ec9c4f2f063f:0x1e8f7bb9ec5d74cc!8m2!3d34.345982!4d134.070742!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5ZY1RaWFZGcDNFQUXgAQD6AQQIGRAi!16s%2Fg%2F1tdvg_f5?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:47:05
カフェ ルー,data\html\google_maps\details\20260625_034735_カフェ_ルー.html,"https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7+%E3%83%AB%E3%83%BC/@34.345982,133.9945243,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb99de0abbfb:0x764a96447185708!8m2!3d34.3265313!4d134.048425!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJFZVRsNWVXbG5SUkFC4AEA-gEECAAQDw!16s%2Fg%2F11j00rx28y?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:47:37
南珈琲店,data\html\google_maps\details\20260625_034757_南珈琲店.html,"https://www.google.com/maps/place/%E5%8D%97%E7%8F%88%E7%90%B2%E5%BA%97/@34.345982,133.9945243,13z/data=!3m1!5s0x3553eb9a6e845617:0x757465e099110e0e!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb9a6c37d0bf:0xe227e8cdcd5c85e0!8m2!3d34.3408549!4d134.0493209!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQycHNVRlJZVWxaVVNHaDZZVzVrYkdOclZrOWhibXg0VWpOa1NXTXdSUkFC4AEA-gEECEgQIg!16s%2Fg%2F1td7r02m?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:47:58
レガロビズ,data\html\google_maps\details\20260625_034835_レガロビズ.html,"https://www.google.com/maps/place/%E3%83%AC%E3%82%AC%E3%83%AD%E3%83%93%E3%82%BA/@34.345982,133.9945243,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553952bdc0bb6db:0xdd8ad63181c908dc!8m2!3d34.290927!4d134.100427!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRNU9XTnBOREZuUlJBQuABAPoBBAhgECY!16s%2Fg%2F11b6njqy0m?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:48:37
ジャラク コーヒー & カカオ,data\html\google_maps\details\20260625_034916_ジャラク_コーヒー_&_カカオ.html,"https://www.google.com/maps/place/%E3%82%B8%E3%83%A3%E3%83%A9%E3%82%AF+%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC+%26+%E3%82%AB%E3%82%AB%E3%82%AA/@34.307942,133.9604163,13z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553ebd5072cdd1b:0x7f098c90ed0c418f!8m2!3d34.307942!4d134.036634!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOS01VNUxhM05SUlJBQuABAPoBBAgAECA!16s%2Fg%2F11h71fzc6f?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:49:18
カフェ＆ランチ あんでるせん,data\html\google_maps\details\20260625_035148_カフェ＆ランチ_あんでるせん.html,"https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7%EF%BC%86%E3%83%A9%E3%83%B3%E3%83%81+%E3%81%82%E3%82%93%E3%81%A7%E3%82%8B%E3%81%9B%E3%82%93/@34.3363401,134.0365132,15z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb98fe72775f:0x2c6537cf6cfd95c4!8m2!3d34.3363729!4d134.0511227!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWUVUzWjBiek5HYlVsVGQzSm5SUkFC4AEA-gEFCLsBEBs!16s%2Fg%2F1v3kf9tk?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:51:50
高松市　カフェ,data\html\google_maps\details\20260625_035235_高松市_カフェ.html,"https://www.google.com/maps/search/%E9%AB%98%E6%9D%BE%E5%B8%82%E3%80%80%E3%82%AB%E3%83%95%E3%82%A7/@34.3445567,134.0477467,17z/data=!4m2!2m1!6e5?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:52:36
アサイー工房 高松店/アサイー専門店,data\html\google_maps\details\20260625_035300_アサイー工房_高松店_アサイー専門店.html,"https://www.google.com/maps/place/%E3%82%A2%E3%82%B5%E3%82%A4%E3%83%BC%E5%B7%A5%E6%88%BF+%E9%AB%98%E6%9D%BE%E5%BA%97%2F%E3%82%A2%E3%82%B5%E3%82%A4%E3%83%BC%E5%B0%82%E9%96%80%E5%BA%97/@34.3427067,134.0451839,17z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb0044757d75:0x1437434b2efa2505!8m2!3d34.3427067!4d134.0499475!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQlhY2FpX3Nob3CaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnhhZVZWcWJFaE5iVkozVmpBMU1GSnJPV0ZpUlc4MVVteGFibGt3UlJBQuABAPoBBAgAEB8!16s%2Fg%2F11xgm857pb?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:53:02
コージー,data\html\google_maps\details\20260625_035326_コージー.html,"https://www.google.com/maps/place/%E3%82%B3%E3%83%BC%E3%82%B8%E3%83%BC/@34.3457038,134.0488216,17z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553eb83f142be95:0xd6c283059352add2!8m2!3d34.3457047!4d134.0535852!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJrTldSNVZsbG5FQUXgAQD6AQQINxAZ!16s%2Fg%2F12qgtv20s?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:53:28
Remza,data\html\google_maps\details\20260625_035405_Remza.html,"https://www.google.com/maps/place/Remza/@34.3550576,134.1047468,14z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x355392ff20158c9d:0x11d2a27aceeaae8!8m2!3d34.3550324!4d134.1317445!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQtjb2ZmZWVfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VScWNrNXVkRzlCUlJBQuABAPoBBAgAECQ!16s%2Fg%2F11bx1zcx_x?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:54:07
cafenest,data\html\google_maps\details\20260625_035452_cafenest.html,"https://www.google.com/maps/place/cafenest/@34.342001,134.1072318,14z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x35539308cf5c7ccf:0xe6a224fa5486a134!8m2!3d34.3420361!4d134.1299092!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEkQ2hkRFNVaE5NRzluUzBWT1RGOXNOVkJOYm1acVUzcG5SUkFC4AEA-gEECGQQGw!16s%2Fg%2F12xpsg3jg?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:54:54
カフェ ウィーンえすぷれっそ,data\html\google_maps\details\20260625_035602_カフェ_ウィーンえすぷれっそ.html,"https://www.google.com/maps/search/%E9%AB%98%E6%9D%BE%E5%B8%82%E3%80%80%E3%82%AB%E3%83%95%E3%82%A7/@34.3235375,134.1516924,14z/data=!4m2!2m1!6e5?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:56:04
Muu,data\html\google_maps\details\20260625_035618_Muu.html,"https://www.google.com/maps/place/Muu/@34.3082782,134.1892648,14z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x35539187d3b51b41:0xe549d23dbf346739!8m2!3d34.3082743!4d134.2273701!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1U2NWbHFiRnBUV0ZJMFlUQmFRMUpFYUc5U1JURXlXVEpXU0ZadFl4QULgAQD6AQQIWhAX!16s%2Fg%2F11v_01lp2q?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:56:20
BiRdLanD,data\html\google_maps\details\20260625_035631_BiRdLanD.html,"https://www.google.com/maps/place/BiRdLanD/@34.3179375,134.1423798,14z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x3553917c9f96af3d:0x3f14a3b9baa5710c!8m2!3d34.3179318!4d134.180482!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwb1QxVkdWbkZSYlUxNFkyeG9iMDVIU25wVGJscGFXVEJzZEV4WFl4QULgAQD6AQQIABAf!16s%2Fg%2F11h0v8_dmk?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:56:32
田舎カフェ 樹樹,data\html\google_maps\details\20260625_035651_田舎カフェ_樹樹.html,"https://www.google.com/maps/place/%E7%94%B0%E8%88%8E%E3%82%AB%E3%83%95%E3%82%A7+%E6%A8%B9%E6%A8%B9/@34.2972884,134.1564345,14z/data=!4m11!1m3!2m2!1z6auY5p2-5biC44CA44Kr44OV44Kn!6e5!3m6!1s0x35539139c1d13141:0xb36a479a2c841aa4!8m2!3d34.297281!4d134.194545!15sChXpq5jmnb7luILjgIDjgqvjg5XjgqdaFiIU6auY5p2-IOW4giDjgqvjg5XjgqeSAQRjYWZlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVF0ZW5KSWQxbG5FQUXgAQD6AQQIPxAh!16s%2Fg%2F11b6x9yd2m?entry=ttu&g_ep=EgoyMDI2MDYyMS4wIKXMDSoASAFQAw%3D%3D",2026-06-25 03:56:53
