物件名,所在地,掲載サイト,詳細URL,latitude,longitude,家賃,家賃_円,面積,面積_㎡_補正,坪数,坪数_補正,坪単価,飲食可否,立地区分,店舗規模,物件タイプ推定,階数判定,駐車場判定,事業成立パターン,不足理由,推奨カフェモデル,推定席数,想定客単価,月間固定費,必要月商,必要日商_26日営業,必要日客数_26日営業,初期投資中央値,事業成立性スコア,評価ランク,評価コメント,ダッシュボード表示コメント
ガーデンコート高松 501,香川県高松市大工町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60bdd67067528231e3404a78/,34.3445496,134.0527521,20.9万円,209000.0,123.09㎡,123.09,,37.23,5613.0,不明,中心街,大型,不明,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,28,1300,459000.0,1434375.0,55168.0,42.0,18617363,40,D,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可否確認必要,"中心街・高単価型。必要月商1,434,375円、必要日客数42人が目安。"
京都興産ビル 3F,香川県高松市瓦町１丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/,34.3412277,134.051584,22万円,220000.0,116.86㎡,116.86,,35.35,6223.0,可,中心街,大型,不明,上階・地下想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,27,1300,470000.0,1468750.0,56490.0,43.0,17675076,47,D,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 上階・地下で集客難度あり,"中心街・高単価型。必要月商1,468,750円、必要日客数43人が目安。"
じゃこ丸ビル ５階　南,香川県高松市西の丸町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-681acd9ced5168205e52f3c4/,34.3493418,134.0469457,22万円,220000.0,92.00㎡,92.0,,27.83,7905.0,可,不明,中規模,不明,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,25,900,380000.0,974359.0,37475.0,42.0,11827750,65,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可,"低固定費・小商圏型。必要月商974,359円、必要日客数42人が目安。"
パールコート 1階,香川県高松市百間町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/,34.3451724,134.0528471,22万円,220000.0,124.58㎡,124.58,,37.69,5838.0,可,中心街,大型,不明,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,28,1300,470000.0,1468750.0,56490.0,43.0,18842726,63,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 1階・路面想定,"中心街・高単価型。必要月商1,468,750円、必要日客数43人が目安。"
高松市 百間町 (瓦町駅) の貸店舗（一部）,香川県高松市百間町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68959441674fe57902cecc97/,34.3451724,134.0528471,22万円,220000.0,124.58㎡,124.58,,37.69,5838.0,可,中心街,大型,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,28,1300,470000.0,1468750.0,56490.0,43.0,18842726,55,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可,"中心街・高単価型。必要月商1,468,750円、必要日客数43人が目安。"
セントラル高松中新町ビル（旧太陽生命高松中新町ビル） ３０２,香川県高松市中新町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd615146490136a2bcc3/,34.3370423,134.0477376,23.5543万円,235543.0,74.54㎡,74.54,,22.55,10446.0,不明,不明,中規模,不明,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,20,900,395543.0,1014213.0,39008.0,43.0,9583050,50,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可否確認必要,"低固定費・小商圏型。必要月商1,014,213円、必要日客数43人が目安。"
セントラル高松中新町ビル（旧太陽生命高松中新町ビル） ２０２,香川県高松市中新町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd617f54e6649ea1dfc1/,34.3370423,134.0477376,23.5543万円,235543.0,74.54㎡,74.54,,22.55,10446.0,不明,不明,中規模,不明,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,20,900,395543.0,1014213.0,39008.0,43.0,9583050,50,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可否確認必要,"低固定費・小商圏型。必要月商1,014,213円、必要日客数43人が目安。"
高松市 東山崎町 (水田駅) の貸店舗・事務所(一括),香川県高松市東山崎町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5ce350d0e5a69c2656af61c7/,34.3078228,134.0959696,24.2万円,242000.0,141.60㎡,141.6,,42.83,5650.0,不明,郊外,大型,店舗系,不明,不明,郊外・駐車場依存型,,郊外滞在・ランチ需要型カフェ,47,1100,492000.0,1587097.0,61042.0,55.0,22487850,25,D,必要月商250万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可否確認必要 / 郊外で駐車場確認必要,"郊外・駐車場依存型。必要月商1,587,097円、必要日客数55人が目安。"
高松市 六条町 (水田駅) の貸店舗（一括）,香川県高松市六条町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-58bf9517e5a69c0e2c12e0ed/,34.2985968,134.0836537,25万円,250000.0,182.38㎡,182.38,,55.17,4531.0,可,郊外,大型,店舗系,不明,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,66,1150,500000.0,1724138.0,66313.0,58.0,28964225,20,D,必要月商250万円以下 / 必要日客数60人以下 / 初期投資が重い / 飲食可 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商1,724,138円、必要日客数58人が目安。"
ＡＫビルⅩⅢ　１階 1階,香川県高松市百間町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0eb8f8bda945109354afbb/,34.3451724,134.0528471,25.3万円,253000.0,76.00㎡,76.0,,22.99,11005.0,不明,中心街,中規模,不明,1階・路面想定,不明,中心街・高回転型,,中心街高回転型カフェ,21,1000,413000.0,1180000.0,45385.0,45.0,11495000,58,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 1階・路面想定,"中心街・高回転型。必要月商1,180,000円、必要日客数45人が目安。"
ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 １Ｆ,香川県高松市塩屋町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68d9f87b7f54e611de549e33/,34.342155,134.0550633,26.0656万円,260656.0,97.93㎡,97.93,,29.62,8799.0,不明,中心街,中規模,不明,不明,不明,中心街・高回転型,,中心街高回転型カフェ,27,1000,420656.0,1201874.0,46226.0,46.0,14811913,50,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可否確認必要,"中心街・高回転型。必要月商1,201,874円、必要日客数46人が目安。"
高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,香川県高松市鍛冶屋町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/,34.3428604,134.0487343,26.4万円,264000.0,124.23㎡,124.23,,37.58,7025.0,可,中心街,大型,店舗系,不明,不明,中心街・高回転型,,中心街高回転型カフェ,34,1000,514000.0,1468571.0,56484.0,56.0,18789788,55,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可,"中心街・高回転型。必要月商1,468,571円、必要日客数56人が目安。"
高松市 国分寺町新居 (端岡駅) の貸店舗・事務所(一括),香川県高松市国分寺町新居,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a07ab7dce03c2ec06377e02/,34.3150123,133.9666553,27.5万円,275000.0,167.55㎡,167.55,,50.68,5426.0,不明,郊外,大型,店舗系,不明,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,61,1150,525000.0,1810345.0,69629.0,61.0,26609036,0,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資が重い / 飲食可否確認必要 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商1,810,345円、必要日客数61人が目安。"
プレシャス番町ビル（第一讃機ビル） 2F南東コスモス,香川県高松市番町３丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63d8a4e80cccef06e5316d54/,34.3423736,134.0417194,27.5万円,275000.0,169.00㎡,169.0,,51.12,5379.0,不可,準中心街,大型,不明,上階・地下想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,61,1150,525000.0,1810345.0,69629.0,61.0,26839314,0,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資が重い / 飲食不可の可能性 / 上階・地下で集客難度あり / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商1,810,345円、必要日客数61人が目安。"
巧匠ビル　１・２階,香川県高松市今新町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-660e5dbfedc6e56a05971a7b/,34.3439421,134.0526969,28万円,280000.0,235.74㎡,235.74,,71.31,3926.0,不明,中心街,大型,不明,上階・地下想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,86,1150,530000.0,1827586.0,70292.0,61.0,37438460,0,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資が重い / 飲食可否確認必要 / 上階・地下で集客難度あり / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商1,827,586円、必要日客数61人が目安。"
オフィスビルいずみ東１階 1階,香川県高松市上天神町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-653f4bd6e89777535faced84/,34.3115266,134.0391502,29.7万円,297000.0,176.00㎡,176.0,,53.24,5579.0,不明,準中心街,大型,事務所系,1階・路面想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,64,1150,547000.0,1886207.0,72546.0,63.0,27951001,8,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商1,886,207円、必要日客数63人が目安。"
高松市 国分寺町福家 (挿頭丘駅) の貸店舗・事務所(一部),香川県高松市国分寺町福家,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68955a821363053550874c30/,34.2790659,133.972223,33万円,330000.0,108.27㎡,108.27,,32.75,10076.0,可,郊外,中規模,店舗系,不明,不明,郊外・駐車場依存型,,郊外滞在・ランチ需要型カフェ,36,1100,495000.0,1596774.0,61414.0,56.0,17194630,40,D,必要月商250万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 郊外で駐車場確認必要,"郊外・駐車場依存型。必要月商1,596,774円、必要日客数56人が目安。"
ガーデンコート高松 2F,香川県高松市大工町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63e7433dd93d1c3663901541/,34.3445496,134.0527521,33万円,330000.0,199.51㎡,199.51,,60.35,5468.0,可,中心街,大型,不明,上階・地下想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,72,1150,580000.0,2000000.0,76923.0,67.0,31684683,7,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資が重い / 飲食可 / 上階・地下で集客難度あり / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,000,000円、必要日客数67人が目安。"
エーワン藤塚ビル　１階駐車場・倉庫　２階・３階事務所,香川県高松市藤塚町２丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977b424941747cdcc717/,34.3339638,134.0508466,33万円,330000.0,223.89㎡,223.89,,67.73,4873.0,不明,準中心街,大型,倉庫・工場系,1階・路面想定,あり,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,81,1150,580000.0,2000000.0,76923.0,67.0,38942868,8,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,000,000円、必要日客数67人が目安。"
ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ５Ｆ,香川県高松市塩屋町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd617f54e65d5a95dbcb/,34.342155,134.0550633,33.1485万円,331485.0,132.85㎡,132.85,,40.19,8249.0,不明,中心街,大型,不明,不明,不明,中心街・高回転型,,中心街高回転型カフェ,36,1000,581485.0,1661386.0,63899.0,64.0,20093564,20,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資は重め / 飲食可否確認必要,"中心街・高回転型。必要月商1,661,386円、必要日客数64人が目安。"
ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ４Ｆ,香川県高松市塩屋町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd617f54e665070e0af6/,34.342155,134.0550633,33.1485万円,331485.0,132.85㎡,132.85,,40.19,8249.0,不明,中心街,大型,不明,不明,不明,中心街・高回転型,,中心街高回転型カフェ,36,1000,581485.0,1661386.0,63899.0,64.0,20093564,20,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資は重め / 飲食可否確認必要,"中心街・高回転型。必要月商1,661,386円、必要日客数64人が目安。"
高松市 林町 (伏石駅) の貸店舗（一括）,香川県高松市林町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67a47b12991eeb6eed4aac18/,34.3005438,134.069878,35万円,350000.0,223.90㎡,223.9,,67.73,5168.0,不明,郊外,大型,店舗系,不明,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,81,1150,600000.0,2068966.0,79576.0,69.0,35558120,0,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資が重い / 飲食可否確認必要 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,068,966円、必要日客数69人が目安。"
カーラビル １F,香川県高松市瓦町２丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055700b417/,34.3399504,134.0514047,49.5万円,495000.0,124.54㎡,124.54,,37.67,13139.0,可,中心街,大型,不明,1階・路面想定,不明,中心街・高回転型,,中心街高回転型カフェ,34,1000,767250.0,2192143.0,84313.0,84.0,18836676,33,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資は重め / 飲食可 / 1階・路面想定 / 中心街でも回転数ハードル高め,"中心街・高回転型。必要月商2,192,143円、必要日客数84人が目安。"
西村ジョイ屋島店　１階テナント　Ｃ区画 1階,香川県高松市屋島西町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-680f3150c8d81631e329df64/,34.3603444,134.0966033,51.4272万円,514272.0,515.20㎡,515.2,,155.85,3300.0,不明,郊外,大型,店舗系,1階・路面想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,187,1150,797122.0,2748695.0,105719.0,92.0,81820203,0,D,必要月商400万円以下 / 多客数が必須 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,748,695円、必要日客数92人が目安。"
ソレイユ第一ビル 202,香川県高松市亀井町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555897fe42494105814fab17/,34.3401075,134.0481231,53.96万円,539600.0,324.36㎡,324.36,,98.12,5499.0,可,中心街,大型,不明,不明,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,118,1150,836380.0,2884069.0,110926.0,96.0,51512424,0,D,必要月商400万円以下 / 多客数が必須 / 初期投資が重い / 飲食可 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,884,069円、必要日客数96人が目安。"
オフィスビルいずみ,香川県高松市上天神町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60743b77298a4d7ba61a7822/,34.3115266,134.0391502,55万円,550000.0,584.00㎡,584.0,,176.66,3113.0,不明,準中心街,大型,事務所系,不明,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,212,1150,852500.0,2939655.0,113064.0,98.0,92746504,0,D,必要月商400万円以下 / 多客数が必須 / 初期投資が重い / 飲食可否確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,939,655円、必要日客数98人が目安。"
瓦町スクエアビルド ５階,香川県高松市瓦町２丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-57aa80db9732ec15a177a0ec/,34.3399504,134.0514047,83.13万円,831300.0,458.03㎡,458.03,,138.55,6000.0,不明,中心街,大型,不明,不明,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,166,1150,1288515.0,4443155.0,170891.0,149.0,72740892,0,D,高売上必須 / 多客数が必須 / 初期投資が重い / 飲食可否確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商4,443,155円、必要日客数149人が目安。"
ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,34.3412277,134.051584,220万円,2200000.0,"1,038.74㎡",1038.74,,314.22,7001.0,可,中心街,大型,不明,1階・路面想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,377,1150,3410000.0,11758621.0,452255.0,393.0,164964902,0,D,高売上必須 / 多客数が必須 / 初期投資が重い / 飲食可 / 1階・路面想定 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商11,758,621円、必要日客数393人が目安。"
西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-673304b1b1a9b138a07f12fd/,34.3603444,134.0966033,262.7571万円,2627571.0,"2,722.96㎡",2722.96,,823.7,3190.0,不明,郊外,大型,不明,上階・地下想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,988,1150,4072735.0,14043914.0,540151.0,470.0,432440101,0,D,高売上必須 / 多客数が必須 / 初期投資が重い / 飲食可否確認必要 / 上階・地下で集客難度あり / 郊外で駐車場確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商14,043,914円、必要日客数470人が目安。"
高松市 香川町川東下 の貸店舗（一部）,香川県高松市香川町川東下,瀬戸内ブルースカイ,,34.2455044,134.0300841,7 万円,70000.0,64.71㎡,64.71,19.57坪,19.57,3577.0,不明,郊外,小規模,店舗系,不明,不明,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,18,900,170000.0,435897.0,16765.0,19.0,8317250,65,C,必要月商80万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 郊外で駐車場確認必要,"低固定費・小商圏型。必要月商435,897円、必要日客数19人が目安。"
ＹＩビル 201,香川県高松市百間町,瀬戸内ブルースカイ,,34.3451724,134.0528471,8.8 万円,88000.0,33.75㎡,33.75,10.20坪,10.2,8627.0,不明,中心街,極小,不明,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,8,1300,168000.0,525000.0,20192.0,16.0,5100000,85,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可否確認必要 / 小規模高単価モデル向き,"中心街・高単価型。必要月商525,000円、必要日客数16人が目安。"
ソリッド 4D,香川県高松市古馬場町,瀬戸内ブルースカイ,,34.3425721,134.0518077,11 万円,110000.0,42.08㎡,42.08,12.72坪,12.72,8648.0,可,中心街,小規模,不明,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,10,1300,210000.0,656250.0,25240.0,19.0,6360000,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商656,250円、必要日客数19人が目安。"
富士ビル 地下１階,香川県高松市常磐町１丁目,瀬戸内ブルースカイ,,34.3387776,134.0510854,12.1 万円,121000.0,93.00㎡,93.0,28.13坪,28.13,4301.0,不明,中心街,中規模,不明,1階・路面想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,21,1300,281000.0,878125.0,33774.0,26.0,14065000,68,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 1階・路面想定,"中心街・高単価型。必要月商878,125円、必要日客数26人が目安。"
プレシャス番町ビル 4F,香川県高松市番町３丁目,瀬戸内ブルースカイ,,34.3423736,134.0417194,15.8 万円,158000.0,86.88㎡,86.88,26.28坪,26.28,6012.0,不明,準中心街,中規模,不明,上階・地下想定,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,20,1300,318000.0,993750.0,38221.0,29.0,13140000,52,C,必要月商150万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可否確認必要 / 上階・地下で集客難度あり,"中心街・高単価型。必要月商993,750円、必要日客数29人が目安。"
貸倉庫 新田町倉庫西 1階,香川県高松市新田町甲,植村不動産,https://www.uemura-re.jp/kasi-other/detail-682728ded63cad74d6bc85b5/,,,22 万円,220000.0,154.50㎡,154.5,46.73坪,46.73,4708.0,不明,中心街,大型,倉庫・工場系,1階・路面想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,56,1150,470000.0,1620690.0,62334.0,54.0,26869750,18,D,必要月商250万円以下 / 必要日客数60人以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商1,620,690円、必要日客数54人が目安。"
貸店舗（一部） 西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,植村不動産,https://www.uemura-re.jp/kasi-tenpo/detail-6807684dece7cc2832b157bb/,34.241395,134.104442,262.7571 万円,2627571.0,"2,722.96㎡",2722.96,823.69坪,823.69,3190.0,不明,郊外,大型,店舗系,上階・地下想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,988,1150,4072735.0,14043914.0,540151.0,470.0,432437250,0,D,高売上必須 / 多客数が必須 / 初期投資が重い / 飲食可否確認必要 / 上階・地下で集客難度あり / 郊外で駐車場確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商14,043,914円、必要日客数470人が目安。"
貸店舗（一部） ソレイユ第一ビル 202,香川県高松市亀井町,植村不動産,https://www.uemura-re.jp/kasi-tenpo/detail-682727f87ecab2371a64cb05/,34.3400205,134.0501426,53.96 万円,539600.0,324.36㎡,324.36,98.11坪,98.11,5500.0,可,中心街,大型,店舗系,不明,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,118,1150,836380.0,2884069.0,110926.0,96.0,51507750,0,D,必要月商400万円以下 / 多客数が必須 / 初期投資が重い / 飲食可 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,884,069円、必要日客数96人が目安。"
貸店舗・事務所(一部) オフィスビルいずみ,香川県高松市上天神町,植村不動産,https://www.uemura-re.jp/kasi-tenpo/detail-684ad53f02f99e0e172ce8c6/,34.2609473,134.034365,55 万円,550000.0,584.00㎡,584.0,176.65坪,176.65,3114.0,不明,準中心街,大型,店舗系,不明,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,212,1150,852500.0,2939655.0,113064.0,98.0,92741250,0,D,必要月商400万円以下 / 多客数が必須 / 初期投資が重い / 飲食可否確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,939,655円、必要日客数98人が目安。"
貸店舗・事務所(一括) 林町テナント 1階建,香川県高松市林町,植村不動産,https://www.uemura-re.jp/kasi-tenpo/detail-698c049551f1f611e99e316a/,34.2932608,134.0667599,35 万円,350000.0,223.90㎡,223.9,67.72坪,67.72,5168.0,不明,郊外,大型,店舗系,1階・路面想定,不明,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,81,1150,600000.0,2068966.0,79576.0,69.0,35553000,3,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資が重い / 飲食可否確認必要 / 1階・路面想定 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,068,966円、必要日客数69人が目安。"
貸店舗（一部） クイーンズスクエア第２ビル 5－D,香川県高松市瓦町１丁目,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-66279c9acfabdb482d0d0275/,34.3178937,133.8417036,3.3 万円,33000.0,18.96㎡,18.96,5.73坪,5.73,5759.0,可,中心街,極小,店舗系,不明,不明,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,1300,113000.0,353125.0,13582.0,10.0,2865000,100,A,必要月商80万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商353,125円、必要日客数10人が目安。"
