article_id,name,address,rent_fee,contract_area,detail_url,source_site,物件名,賃　料,面　積,共益費・管理費,所在地,アクセス1,アクセス2,物件番号,店舗形態,オススメ業種,物件の状態,引越し時期,契約形態と期間,交　通1,交　通2,敷　金,精算方法,備考,建物構造,建物階建て,施工年月,募集物件の階数,契約面積,用途地域,水道,下水道,ガス,エレベータ,エアコン,トイレ,給湯室,キッチン,ネット環境,セキュリティ,利用時間,シャッター,照明設備,内装業者指定,状　況,駐車料金,空き台数,取引態様,客付,床仕様,分割利用,礼　金,その他月額費用 1,敷地面積
2600,ウッドネスト香西テナント101号室【香西北町】,高松市香西北町79-10,"49,500",60.04m<sup>2</sup><br />（18.16坪）,https://www.tenantkagawa.com/article/search/00002600,tenant_kagawa,ウッドネスト香西テナント101号室【香西北町】,"49,500円（税込）",60.04m 2 （18.16坪）,"2,200円（税込）",香川県高松市香西北町79-10,JR予讃線鬼無駅　徒歩35,-,4394,"ロードサイド, 事務所","塾・学校・教育関係, 美容関係, 物販関係, サービス業",空き,2025（令和7）年04月上旬,普通契約期間：2年間,JR予讃線鬼無駅　徒歩35,-,2ヶ月,実費,"■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要（賃料保証会社に加入の事。初年度賃料の100％、2年目以降滞納無しの場合10,000円/年）■解約予告：3カ月前■防火対象物使用開始届出書については借主にて提出■建物用途変更手続きについては借主負担",鉄骨造,地上3階,1990（平成2）年 04月,地上 1階  1棟貸号室,60.04m 2 (18.16坪）,1種住居,公営,浄化槽,LPG,無,有り/個別,有/専用,有/専用,有/専用,無,無,24時間,無,無,無,空有,"3,300円（税込）",1台,媒介,可,タイルカーペット,,,"水道料  2,750円（税込）",
2602,one apartment店舗102号【新北町】,高松市新北町-13-11,"110,000",52m<sup>2</sup><br />（15.73坪）,https://www.tenantkagawa.com/article/search/00002602,tenant_kagawa,one apartment店舗102号【新北町】,"110,000円（税込）",52m 2 （15.73坪）,-,香川県高松市新北町-13-11,JR高徳線昭和町駅　徒歩19,-,4416,"店舗, 店舗（飲食店可）, 居抜店舗","美容関係, 物販関係, 軽飲食, サービス業",空き,即,普通契約期間：2年間,JR高徳線昭和町駅　徒歩19,-,3ヶ月,実費,"■ゴミ回収は各自業者手配■鍵交換費用別途■看板、サイン工事は借主負担■エアコン修理交換は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要(賃料保証会社に加入の事。初年度の100％、2年目以降滞納無しの場合10,000円/年）■解約予告：3カ月前■防火対象物使用開始届出書については借主にて提出■建物用途変更手続きについては借主負担",鉄筋コンクリート造,地上3階,1979（昭和54）年 01月,地上 1階  102号室号室,52m 2 (15.73坪）,準工業,公営,公共下水,LPG,無,有り/個別,有/専用,無,無,無,無,24時間,有/手動,有,無,空有無料,,2台,媒介,可,CFシート,,,,
2609,ＧＭ戸建【飯田町】,高松市飯田町-18-1,"165,000",196.70m<sup>2</sup><br />（59.50坪）,https://www.tenantkagawa.com/article/search/00002609,tenant_kagawa,ＧＭ戸建【飯田町】,"165,000円（税込）",196.70m 2 （59.50坪）,-,香川県高松市飯田町-18-1,JR予讃線鬼無駅　徒歩24,-,4427,一棟貸し,"美容関係, サービス業",空き,即,普通契約期間：2年間,JR予讃線鬼無駅　徒歩24,-,3ヶ月,実費,"■ゴミ回収は各自業者手配■鍵交換費用別途■看板、サイン工事は借主負担■エアコン修理交換は借主負担■浄化槽維持管理は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要（賃料保証会社に加入の事。初年度賃料の100％、2年目以降滞納無しの場合10,000円/年）■解約予告：3カ月前■建物用途変更手続きについては借主負担",木造,地上2階,1976（昭和51）年 02月,地上 2階  1棟貸号室,196.70m 2 (59.50坪）,指定無,公営,浄化槽,LPG,無,有り/個別,有/専用,有/専用,有/専用,無,無,24時間,無,有,無,空有無料,,4台,媒介,可,CFシート,,,,
2611,ＳＫ店舗【屋島西町】,高松市屋島西町-1483-1,"231,000",108.57m<sup>2</sup><br />（32.84坪）,https://www.tenantkagawa.com/article/search/00002611,tenant_kagawa,ＳＫ店舗【屋島西町】,"231,000円（税込）",108.57m 2 （32.84坪）,-,香川県高松市屋島西町-1483-1,ことでん志度線潟元駅　徒歩2,-,4431,"店舗, 路面店舗","塾・学校・教育関係, 美容関係, 物販関係, 事務所",空き,即,普通契約期間：2年間,ことでん志度線潟元駅　徒歩2,-,4ヶ月,実費,"■ゴミ回収は各自業者手配■鍵交換費用別途■看板、サイン工事は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要（賃料保証会社に加入の事。初年度賃料の100％、2年目以降滞納無しの場合10,000円/年）■解約予告：3カ月前■建物用途変更手続きについては借主負担",鉄骨造,地上1階,1982（昭和57）年 10月,地上 1階  2.3号室号室,108.57m 2 (32.84坪）,2種中高,公営,公共下水,LPG,無,有り/個別,有/専用,有/専用,有/専用,無,無,24時間,有/手動,有,無,空有無料,,4台,媒介,可,タイルカーペット,,,,
2594,チェリータウン103【桜町】テナント,高松市桜町2-15-46,"49,500",48.58m<sup>2</sup><br />（14.70坪）,https://www.tenantkagawa.com/article/search/00002594,tenant_kagawa,チェリータウン103【桜町】テナント,"49,500円（税込）",48.58m 2 （14.70坪）,-,香川県高松市桜町2-15-46,ことでん琴平線栗林公園駅　徒歩7,-,3612,"事務所, 店舗","事務所, 塾・学校・教育関係",入居中,相談,普通,ことでん琴平線栗林公園駅　徒歩7,-,3ヶ月,,■駐車場については要確認■ｺﾞﾐ回収各自業者手配■看板、ｻｲﾝ工事借主負担■仲介手数料：賃料1ヶ月,鉄骨造,地上6階,1988（昭和63）年 02月,地上 1階  103号室,48.58m 2 (14.70坪）,商業地域,公営,公共下水,オール電化,有,有,有/共用,有/共用,有/共用,,,,無,,有,空有,"7,700円（税込）",,,可,,可,,,
2574,ＳＺ店舗1棟貸【国分寺町福家】,高松市国分寺町福家-3871-8,"160,000",130.53m<sup>2</sup><br />（39.49坪）,https://www.tenantkagawa.com/article/search/00002574,tenant_kagawa,ＳＺ店舗1棟貸【国分寺町福家】,"160,000円（税込）",130.53m 2 （39.49坪）,-,香川県高松市国分寺町福家-3871-8,JR予讃線端岡駅　徒歩18,-,4368,"一棟貸し, 路面店舗, 店舗","塾・学校・教育関係, 美容関係, 物販関係, サービス業",空き,相談,普通契約期間：2年間,JR予讃線端岡駅　徒歩18,-,6ヶ月,実費,"■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■エアコン修理交換は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要（賃料保証会社に加入の事。初年度賃料の100％、2年目以降滞納無しの場合10,000円/年）■解約予告：3カ月前■防火対象物使用開始届出書については借主にて提出■建物用途変更手続きについては借主負担",鉄骨造,地上2階,1990（平成2）年 10月,地上 1階  1棟貸号室,130.53m 2 (39.49坪）,準工業,公営,,,無,有り/個別,有/専用,無,有/専用,無,無,24時間,無,有,無,空有無料,,,媒介,可,タイルカーペット,,,,
2560,エトワールビル1F【常磐町】,高松市常盤町1丁目-6-2,"330,000",109.81m<sup>2</sup><br />（33.22坪）,https://www.tenantkagawa.com/article/search/00002560,tenant_kagawa,エトワールビル1F【常磐町】,"330,000円（税込）",109.81m 2 （33.22坪）,"33,000円（税込）",香川県高松市常盤町1丁目-6-2,ことでん琴平線瓦町駅　徒歩4,-,4348,"店舗, 路面店舗","塾・学校・教育関係, 美容関係, 物販関係, サービス業",空き,即,普通契約期間：2年間,ことでん琴平線瓦町駅　徒歩4,-,6ヶ月,実費,"■ゴミ回収は各自業者手配■看板、サイン工事は借主負担■エアコン修理交換は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要（賃料保証会社に加入の事。初年度賃料の100％、2年目以降滞納無しの場合10,000円/年）■解約予告：6カ月前■建物用途変更手続きについては借主負担■アーケード賦課金・商店街費は借主負担",鉄骨造,地上6階,1993（平成5）年 05月,地上 1階  1F号室号室,109.81m 2 (33.22坪）,,公営,公共下水,,有,有り/個別,有/専用,無,有/専用,無,無,24時間,有/自動,有,無,空有無料,,,媒介,可,CFシート,,,,
2548,ＭＮ店舗1Ｆ【香川町川東】,高松市香川町川東上1764番地,"121,000",168m<sup>2</sup><br />（50.82坪）,https://www.tenantkagawa.com/article/search/00002548,tenant_kagawa,ＭＮ店舗1Ｆ【香川町川東】,"121,000円（税込）",168m 2 （50.82坪）,-,香川県高松市香川町川東上1764番地,ことでん琴平線空港通り駅　徒歩57,-,4330,"店舗（飲食店可）, 店舗, 路面店舗,","物販関係, 軽飲食, 重飲食, サービス業",空き,即,普通契約期間：2年間,ことでん琴平線空港通り駅　徒歩57,-,5ヶ月,実費,"■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■エアコン修理交換は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要（賃料保証会社に加入の事。初年度賃料の100％、2年目以降滞納無しの場合10,000円/年）■解約予告：3カ月前■防火対象物使用開始届出書については借主にて提出■建物用途変更手続きについては借主負担",鉄骨造,地上2階,1994（平成6）年 12月,地上 1階  1Ｆ号室号室,168m 2 (50.82坪）,商業地域,公営,,LPG,無,有り/個別,有/専用,有/専用,有/専用,無,無,24時間,有/自動,有,無,空有無料,,6台,媒介,可,CFシート,,,,
2532,ルヴァン店舗1棟貸【高松町】,高松市高松町-466-1,"270,000",121.41m<sup>2</sup><br />（36.73坪）,https://www.tenantkagawa.com/article/search/00002532,tenant_kagawa,ルヴァン店舗1棟貸【高松町】,"270,000円（税込）",121.41m 2 （36.73坪）,-,香川県高松市高松町-466-1,JR高徳線屋島駅　徒歩13,-,4284,", 一棟貸し, 一棟貸し","塾・学校・教育関係, 美容関係, 物販関係, 軽飲食",空き,相談,普通契約期間：2年間,JR高徳線屋島駅　徒歩13,-,"1,000,000円",実費,"■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■エアコン修理交換は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要（賃料保証会社に加入の事。初年度賃料の100％、2年目以降滞納無しの場合10,000円/年）■解約予告：3カ月前■防火対象物使用開始届出書については借主にて提出■建物用途変更手続きについては借主負担",木造,地上1階,2006（平成18）年 07月,地上 1階  1棟貸号室,121.41m 2 (36.73坪）,2種中高,公営,,LPG,無,有り/個別,有/専用,無,有/専用,無,無,24時間,無,有,無,空有無料,,12台,媒介,可,CFシート,,,,
2519,ＲＩ事務所【香西本町】,高松市香西本町-365-1,"330,000",326.71m<sup>2</sup><br />（98.83坪）,https://www.tenantkagawa.com/article/search/00002519,tenant_kagawa,ＲＩ事務所【香西本町】,"330,000円（税込）",326.71m 2 （98.83坪）,-,香川県高松市香西本町-365-1,JR予讃線香西駅　徒歩16,-,4269,"一棟貸し, 路面店舗","塾・学校・教育関係, 美容関係, 事務所, サービス業",空き,即,普通契約期間：2年間,JR予讃線香西駅　徒歩16,-,6ヶ月,実費,"■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要（賃料保証会社に加入の事。初年度賃料の100％、2年目以降滞納無しの場合10,000円/年）■解約予告：3カ月前■防火対象物使用開始届出書については借主にて提出■建物用途変更手続きについては借主負担",鉄骨鉄筋コンクリート造,地上1階,1987（昭和62）年 07月,地上 1階  1棟貸号室,326.71m 2 (98.83坪）,1種住居,公営,公共下水,,無,有り/個別,有/専用,無,有/専用,無,無,24時間,有/自動,有,無,空有無料,,6台,媒介,可,CFシート,,,,
2511,ラフォーレナミキ1Ｆ南東号【香西南町】,高松市香西南町-472,"121,000",94.01m<sup>2</sup><br />（28.44坪）,https://www.tenantkagawa.com/article/search/00002511,tenant_kagawa,ラフォーレナミキ1Ｆ南東号【香西南町】,"121,000円（税込）",94.01m 2 （28.44坪）,-,香川県高松市香西南町-472,JR予讃線香西駅　徒歩16,-,4224,"店舗, ロードサイド","物販関係, 美容関係, 軽飲食, 重飲食",空き,即,普通契約期間：2年間,JR予讃線香西駅　徒歩16,-,3ヶ月,実費,"■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■エアコン修理交換は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要（賃料保証会社に加入の事。初年度賃料の100％、２年目以降滞納無しの場合10,000円/年）■解約予告：3カ月■防火対象物使用開始届出書については借主にて提出■建物用途変更手続きについては借主負担",鉄骨造,地上2階,1984（昭和59）年 01月,地上 1階  1Ｆ南東号室号室,94.01m 2 (28.44坪）,準工業,,,,無,無,有/専用,無,無,無,無,24時間,有/手動,無,無,空有,"4,400円（税込）",,媒介,可,CFシート,,,,
2381,山下店舗【上之町】,高松市上之町3--9-40,"50,000",39.89m<sup>2</sup><br />（12.07坪）,https://www.tenantkagawa.com/article/search/00002381,tenant_kagawa,山下店舗【上之町】,"50,000円（税込）",39.89m 2 （12.07坪）,-,香川県高松市上之町3--9-40,ことでん琴平線三条駅　徒歩1,-,3836,"事務所, 店舗","塾・学校・教育関係, 美容関係, 物販関係, サービス業",空き,相談,普通契約期間：2年間,ことでん琴平線三条駅　徒歩1,-,5ヶ月,実費,■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■エアコン修理交換は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要■店舗総合保険：加入要,木造,地上1階,,地上 1階  北号室号室,39.89m 2 (12.07坪）,1種住居,公営,公共下水,LPG,無,有り/個別,有/専用,無,有/専用,無,無,24時間,無,無,無,空有無料,,1台,媒介,可,CFシート,,,,
2366,内外テナント1階【国分寺町福家】,高松市国分寺町福家甲823--3,"300,000",108.27m<sup>2</sup><br />（32.75坪）,https://www.tenantkagawa.com/article/search/00002366,tenant_kagawa,内外テナント1階【国分寺町福家】,"300,000円（税込）",108.27m 2 （32.75坪）,-,香川県高松市国分寺町福家甲823--3,ことでん琴平線挿頭丘駅　徒歩13,-,3992,"店舗（飲食店可）, 路面店舗, ロードサイド","塾・学校・教育関係, 物販関係, 軽飲食, ショールーム",空き,相談,普通契約期間：3年間,ことでん琴平線挿頭丘駅　徒歩13,-,3ヶ月,実費,■礼金：1ヵ月分■ゴミ回収は各自業者手配■鍵交換費用別途発生■看板、サイン工事は借主負担■エアコン修理交換は借主負担■浄化槽維持管理は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要■店舗総合保険：加入要■解約予告：3カ月前■防火対象物使用開始届出書については借主にて提出,木造,地上2階,2001（平成13）年 04月,地上 1階  1階号室,108.27m 2 (32.75坪）,指定無,公営,浄化槽,LPG,無,無,有/専用,無,無,無,無,24時間,無,無,無,空有,,15台,媒介,可,CFシート,,1ヶ月,,
2247,三谷倉庫付事務所１棟貸【木太町】,高松市木太町-3173-18,"80,000",104.34m<sup>2</sup><br />（31.56坪）,https://www.tenantkagawa.com/article/search/00002247,tenant_kagawa,三谷倉庫付事務所１棟貸【木太町】,"80,000円（税込）",104.34m 2 （31.56坪）,-,香川県高松市木太町-3173-18,JR高徳線木太町駅　徒歩4,-,3877,"事務所, 一棟貸し, 店舗, 一棟貸し","塾・学校・教育関係, 美容関係, 物販関係, 事務所",空き,相談,普通契約期間：2年間,JR高徳線木太町駅　徒歩4,-,5ヶ月,実費,■ゴミ回収は各自手配■鍵交換費用別途必要■看板、サイン工事は借主負担■エアコン修理交換は借主負担■浄化槽維持管理は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要■店舗総合保険：加入要■解約予告：3カ月前,木造,地上2階,1980（昭和55）年 11月,地上 1階  1棟貸号室,104.34m 2 (31.56坪）,1種住居,公営,,LPG,無,無,有/専用,有/専用,有/専用,無,無,24時間,有/手動,有,無,空有無料,,2台,媒介,可,CFシート,,,,
2263,阿部ビル101号【瓦町】,高松市瓦町2--8-8,"55,000",25.92m<sup>2</sup><br />（7.84坪）,https://www.tenantkagawa.com/article/search/00002263,tenant_kagawa,阿部ビル101号【瓦町】,"55,000円（税込）",25.92m 2 （7.84坪）,-,香川県高松市瓦町2--8-8,ことでん琴平線瓦町駅　徒歩4,-,3883,店舗,,空き,即,普通契約期間：2年間,ことでん琴平線瓦町駅　徒歩4,-,5ヶ月,実費,■ゴミ回収は各自業者手配■看板、サイン工事は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要■店舗総合保険：加入要,鉄筋コンクリート造,地上5階,1979（昭和54）年 09月,地上 1階  101号室,25.92m 2 (7.84坪）,,公営,公共下水,,無,無,有/専用,無,無,無,無,24時間,無,無,無,無し,,,媒介,可,スケルトン,,,,
2264,阿部ビル201号【瓦町】,高松市瓦町2--8-8,"55,000",25.92m<sup>2</sup><br />（7.84坪）,https://www.tenantkagawa.com/article/search/00002264,tenant_kagawa,阿部ビル201号【瓦町】,"55,000円（税込）",25.92m 2 （7.84坪）,-,香川県高松市瓦町2--8-8,ことでん琴平線瓦町駅　徒歩4,-,3884,店舗,,空き,即,普通契約期間：2年間,ことでん琴平線瓦町駅　徒歩4,-,5ヶ月,実費,■ゴミ回収は各自業者手配■看板、サイン工事は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要■店舗総合保険：加入要,鉄筋コンクリート造,地上5階,1979（昭和54）年 09月,地上 2階  201号室,25.92m 2 (7.84坪）,,公営,公共下水,,無,無,有/専用,無,無,無,無,24時間,無,無,無,無し,,,媒介,可,スケルトン,,,,
2275,アイアイビル1，2F【南新町】,高松市南新町5--3,"660,000",352.16m<sup>2</sup><br />（106.53坪）,https://www.tenantkagawa.com/article/search/00002275,tenant_kagawa,アイアイビル1，2F【南新町】,"660,000円（税込）",352.16m 2 （106.53坪）,-,香川県高松市南新町5--3,ことでん琴平線瓦町駅　徒歩6,-,3899,"店舗, 路面店舗,","医療関係, 塾・学校・教育関係, 物販関係, サービス業",空き,即,普通契約期間：2年間,ことでん琴平線瓦町駅　徒歩6,-,10ヶ月,実費,■水道料：実費■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■仲介手数料：賃料１か月分■賃貸保証等：加入要■店舗総合保険：加入要■解約予告：3カ月前■防火対象物使用開始届出書については借主にて提出■建物用途変更手続きについては借主負担,鉄筋コンクリート造,地上5階,1975（昭和50）年 04月,"地上 1,2F号室",352.16m 2 (106.53坪）,,公営,公共下水,,無,無,無,無,無,無,無,24時間,有/自動,無,無,無し,,,媒介,可,スケルトン,,,,
2282,あかねビル１棟貸【茜町】,高松市茜町19--12,"777,128",691.36m<sup>2</sup><br />（209.14坪）,https://www.tenantkagawa.com/article/search/00002282,tenant_kagawa,あかねビル１棟貸【茜町】,"777,128円（税込）",691.36m 2 （209.14坪）,-,香川県高松市茜町19--12,JR高徳線昭和町駅　徒歩14,-,3903,"事務所, , 一棟貸し, ロードサイド","事務所, サービス業",空き,相談,普通契約期間：2年間,JR高徳線昭和町駅　徒歩14,-,6ヶ月,実費,■１Fのみシャッターあり■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■仲介手数料：１か月分■賃貸保証等：加入要■店舗総合保険：加入要■解約予告：3カ月前■防火対象物使用開始届出書については借主にて提出■建物用途変更手続きについては借主負担,鉄筋コンクリート造,地上4階,1992（平成4）年 04月,地上 1階  1棟貸号室,691.36m 2 (209.14坪）,準工業,公営,公共下水,,有,有り/個別,有/専用,無,有/専用,無,無,24時間,無,有,無,空有,"5,000円（税込）",16台,媒介,可,Pタイル,可,,,
2286,オフィスビルいずみ東棟１F【上天神町】,高松市上天神町780--6,"330,000",180.87m<sup>2</sup><br />（54.71坪）,https://www.tenantkagawa.com/article/search/00002286,tenant_kagawa,オフィスビルいずみ東棟１F【上天神町】,"330,000円（税込）",180.87m 2 （54.71坪）,"5,500円（税込）",香川県高松市上天神町780--6,ことでん琴平線伏石駅　徒歩14,-,3916,"事務所, 店舗","事務所, 塾・学校・教育関係, 美容関係, 物販関係",空き,即,普通契約期間：2年間,ことでん琴平線伏石駅　徒歩14,-,3ヶ月,実費,"■入口看板作成料：初回約10,000円負担有（必須）■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■エアコン修理交換は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要■店舗総合保険：加入要",鉄骨鉄筋コンクリート造,地上3階,1979（昭和54）年 08月,地上 1階  東棟１F号室,180.87m 2 (54.71坪）,商業地域,公営,,LPG,無,無,有/共用,有/専用,有/共用,無,無,24時間,無,無,無,空有,"5,500円（税込）",1台,媒介,可,タイルカーペット,可,,,
2287,オフィスビルいずみ東棟2F【上天神町】,高松市上天神町780--6,"220,000",207.89m<sup>2</sup><br />（62.89坪）,https://www.tenantkagawa.com/article/search/00002287,tenant_kagawa,オフィスビルいずみ東棟2F【上天神町】,"220,000円（税込）",207.89m 2 （62.89坪）,"5,500円（税込）",香川県高松市上天神町780--6,ことでん琴平線伏石駅　徒歩14,-,3917,"事務所, 店舗","事務所, 塾・学校・教育関係, 美容関係, 物販関係",空き,即,普通契約期間：2年間,ことでん琴平線伏石駅　徒歩14,-,3ヶ月,実費,"■入口看板作成料：初回約10,000円負担有（必須）■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■エアコン修理交換は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要■店舗総合保険：加入要",鉄骨鉄筋コンクリート造,地上3階,1979（昭和54）年 08月,地上 2階  東棟2F号室,207.89m 2 (62.89坪）,商業地域,公営,,LPG,無,無,有/共用,有/専用,有/共用,無,無,24時間,無,無,無,空有,"5,500円（税込）",1台,媒介,可,タイルカーペット,可,,,
2288,オフィスビルいずみ東棟3F【上天神町】,高松市上天神町780--6,"165,000",209.99m<sup>2</sup><br />（63.52坪）,https://www.tenantkagawa.com/article/search/00002288,tenant_kagawa,オフィスビルいずみ東棟3F【上天神町】,"165,000円（税込）",209.99m 2 （63.52坪）,"5,500円（税込）",香川県高松市上天神町780--6,ことでん琴平線伏石駅　徒歩14,-,3918,"事務所, 店舗","事務所, 塾・学校・教育関係, 美容関係, 物販関係",空き,即,普通契約期間：2年間,ことでん琴平線伏石駅　徒歩14,-,3ヶ月,実費,"■入口看板作成料：初回約10,000円負担有（必須）■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■エアコン修理交換は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要■店舗総合保険：加入要",鉄骨鉄筋コンクリート造,地上3階,1979（昭和54）年 08月,地上 3階  東棟3F号室,209.99m 2 (63.52坪）,商業地域,公営,,LPG,無,無,有/共用,有/専用,有/共用,無,無,24時間,無,無,無,空有,"5,500円（税込）",1台,媒介,可,タイルカーペット,可,,,
2151,Sunriseせきもと１F【中央町】,高松市中央町15-15,"50,000",46.53m<sup>2</sup><br />（14.08坪）,https://www.tenantkagawa.com/article/search/00002151,tenant_kagawa,Sunriseせきもと１F【中央町】,"50,000円（税込）",46.53m 2 （14.08坪）,-,香川県高松市中央町15-15,JR高徳線栗林公園北口駅　徒歩5,-,3682,"路面店舗,","美容関係, 塾・学校・教育関係, 物販関係, 事務所",空き,即,普通契約期間：2年間,JR高徳線栗林公園北口駅　徒歩5,-,5ヶ月,実費,■ゴミ回収は各自手配■鍵交換費用別途必要■看板、サイン工事は借主負担■エアコン修理交換は借主負担■仲介手数料：賃料１か月分■賃貸保証等：加入要■店舗保険加入要■部屋正面の駐輪場マンション入居者と共用,鉄骨造,地上4階,1998（平成10）年 03月,地上 1階  １F号室,46.53m 2 (14.08坪）,商業地域,公営,公共下水,,無,,有/専用,,有/専用,無,無,24時間,,有,無,無し,,,媒介,可,CFシート,,,,
2223,オフィスビルいずみ東１棟貸【上天神町】,高松市上天神町780--6,"550,000",584m<sup>2</sup><br />（176.66坪）,https://www.tenantkagawa.com/article/search/00002223,tenant_kagawa,オフィスビルいずみ東１棟貸【上天神町】,"550,000円（税込）",584m 2 （176.66坪）,-,香川県高松市上天神町780--6,ことでん琴平線伏石駅　徒歩14,-,3849,"一棟貸し, 一棟貸し","事務所, 塾・学校・教育関係, 美容関係, 物販関係",空き,即,普通契約期間：2年間,ことでん琴平線伏石駅　徒歩14,-,3ヶ月,実費,"■入口看板作成料：初回約10,000円負担有（必須）■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■エアコン修理交換は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要■店舗総合保険：加入要",鉄骨鉄筋コンクリート造,地上3階,1979（昭和54）年 08月,地上 1階  1棟貸号室,584m 2 (176.66坪）,商業地域,公営,,LPG,無,無,有/専用,有/専用,有/専用,無,無,24時間,無,無,無,空有無料,,5台,媒介,可,タイルカーペット,可,,,
2253,Crest Court K2　1-Ａ【伏石町】,高松市伏石町-2152-4,"319,000",134.54m<sup>2</sup><br />（40.70坪）,https://www.tenantkagawa.com/article/search/00002253,tenant_kagawa,Crest Court K2　1-Ａ【伏石町】,"319,000円（税込）",134.54m 2 （40.70坪）,-,香川県高松市伏石町-2152-4,ことでん琴平線伏石駅　徒歩19,-,3783,"事務所, 路面店舗","塾・学校・教育関係, 美容関係, 物販関係, 事務所",空き,即,普通契約期間：2年間,ことでん琴平線伏石駅　徒歩19,-,6ヶ月,実費,■水道代：実費■ゴミ回収は各自業者手配■鍵交換費用別途必要■看板、サイン工事は借主負担■仲介手数料：賃料1か月分■賃貸保証等：加入要■店舗総合保険：加入要■解約予告：3カ月前通知,鉄筋コンクリート造,地上8階,1994（平成6）年 02月,地上 1階  1-Ａ号室,134.54m 2 (40.70坪）,準工業,公営,公共下水,,有,有り/個別,有/専用,無,,無,無,24時間,,有,無,空有無料,,4台,媒介,可,CFシート,,,,
1566,プリンス三条テナント【三条町】,高松市三条町-474-1,"88,000",71.33m<sup>2</sup><br />（21.58坪）,https://www.tenantkagawa.com/article/search/00001566,tenant_kagawa,プリンス三条テナント【三条町】,"88,000円（税込）",71.33m 2 （21.58坪）,"5,500円（税込）",香川県高松市三条町-474-1,ことでん琴平線三条駅　徒歩8,-,3585,"事務所, 店舗, 路面店舗","事務所, 物販関係, 美容関係, 塾・学校・教育関係",空き,相談,普通契約期間：2年間,ことでん琴平線三条駅　徒歩8,-,6ヶ月,実費,■ゴミ回収は各自手配■空調及び設備につき初動点検、修理交換は借主負担■鍵交換費用別途■看板、サイン工事は借主負担■仲介手数料：賃料1ヶ月分,鉄筋コンクリート造,地上5階,1992（平成4）年 02月,地上 1階  １Ｆ号室,71.33m 2 (21.58坪）,商業地域,公営,公共下水,都市ガス,無,無,有/専用,無,有/専用,無,無,24時間,無,有,無,空有,"16,500円（税込）",3台,専任,可,,,,,
